CATALOGUENUMBER;SPECIESSUMMARY;SAMPLING;TypeOfSample;NESTCOLLECTION;BDM;PLOT;COMMUNEEXTRACT;NUMBERWORKERS;X;Y;ALTITUDE;HABITAT;NUMBERQUEENS;NUMBERMALES;NUMBERLARVAE;NUMBERCOCOONS;IDENTIFIER;GENUSID;SPECISID;DATEIDENTIFICATION;CONFIRMEDID;SPECIESIDFINAL;COMMENTS;slope25;topo;south;gt_ch_100;LU18_46cl;LC18_27cl;SampleDate;SoilTemp;SoilTempAnomaly;TypeOfOpen;mixedForest;Grass;Forb;Shrub;Bare;Litter;Moss;bio1_tmean_8110;bio2_dr_8110;bio1_tmean_8110_8111;bio2_dr_8110_8111;bio5_tmaxw_8110;bio6_tminc_8110;bio7_tar_8110;bio8_twetq_8110;bio9_tdryq_8110;bio10_twarmq_8110;bio11_tcoldq_8110;bio12_p_8110;bio13_pwet_8110;bio14_pdry_8110;bio15_ps_8110;bio16_pwetq_8110;bio17_pdryq_8110;bio18_pwarmq_8110;bio19_pcoldq_8110
7154;Lasi_nige;public;NA;oui;NA;NA;Savigny;10;545162;153967;805;ZoneConstruite;0;0;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7156;Lasi_nige;public;NA;oui;NA;NA;Genolier;8;506058;143921;584;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7169;Lasi_nige;public;NA;non;NA;NA;Moiry;2;525167;168216;672;NA;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2020;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7180;Lasi_nige;public;NA;oui;NA;NA;Pampigny;10;521598;158143;650;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7188;Lasi_nige;public;NA;non;NA;NA;Crissier;9;533753;154909;423;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7194;Lasi_nige;public;NA;oui;NA;NA;Puidoux;9;549681;149784;682;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7198;Lasi_nige;public;NA;non;NA;NA;Essertines-sur-Yverdon;8;538789;174499;591;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7214;Lasi_nige;public;NA;non;NA;NA;Jongny;8;554308;148052;638;lisiere;0;0;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7225;Lasi_nige;public;NA;non;NA;NA;Cheseaux-sur-Lausanne;9;536471;159195;614;lisiere;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7233;Lasi_nige;public;NA;non;NA;NA;Lausanne;11;536404;151477;372;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7237;Lasi_nige;public;NA;oui;NA;NA;Genolier;7;506058;143921;584;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7240;Lasi_nige;public;NA;oui;NA;NA;Lausanne;11;539991;153230;612;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7254;Lasi_nige;public;NA;non;NA;NA;La Rippe;9;500602;138972;560;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7296;Lasi_nige;public;NA;non;NA;NA;Lavey-Morcles;10;567366;118697;427;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7315;Lasi_nige;public;NA;oui;NA;NA;Berolle;11;514727;156850;832;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7318;Lasi_nige;public;NA;non;NA;NA;Genolier;9;506058;143921;584;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7326;Lasi_nige;public;NA;oui;NA;NA;Echichens;10;527470;155477;514;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7344;Lasi_nige;public;NA;non;NA;NA;Le Chenit;9;507773;161924;1011;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7346;Lasi_nige;public;NA;oui;NA;NA;Genolier;8;506058;143921;584;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7374;Lasi_nige;public;NA;oui;NA;NA;Savigny;11;545138;153963;805;ZoneConstruite;0;0;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7376;Lasi_nige;public;NA;non;NA;NA;Vevey;12;554322;146053;389;transport;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7384;Lasi_nige;public;NA;non;NA;NA;Puidoux;9;549586;149428;689;Autre;NA;NA;1;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7405;Lasi_nige;public;NA;oui;NA;NA;Prilly;4;536144;153730;466;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7415;Lasi_nige;public;NA;oui;NA;NA;Prilly;10;536144;153730;466;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7416;Lasi_nige;public;NA;oui;NA;NA;Epalinges;8;540498;155816;770;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7421;Lasi_nige;public;NA;oui;NA;NA;Prilly;11;536144;153730;466;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7423;Lasi_nige;public;NA;oui;NA;NA;Prilly;11;536144;153730;466;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7425;Lasi_nige;public;NA;non;NA;NA;La Tour-de-Peilz;3;555443;145016;387;transport;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7430;Lasi_nige;public;NA;oui;NA;NA;Genolier;8;506058;143921;584;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7432;Lasi_nige;public;NA;oui;NA;NA;Prilly;10;536144;153730;466;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7449;Lasi_nige;public;NA;non;NA;NA;Chavannes-des-Bois;3;499381;131209;464;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7454;Lasi_nige;public;NA;oui;NA;NA;Puidoux;8;549677;149444;679;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7462;Lasi_nige;public;NA;non;NA;NA;Puidoux;5;549621;149531;681;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7508;Lasi_nige;public;NA;non;NA;NA;Chavornay;5;533720;172886;471;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7510;Lasi_nige;public;NA;oui;NA;NA;Chavornay;6;533720;172886;471;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7513;Lasi_nige;public;NA;oui;NA;NA;Ecublens (VD);11;533117;153004;392;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7557;Lasi_nige;public;NA;oui;NA;NA;Forel (Lavaux);1;546552;152393;733;ZoneConstruite;NA;NA;NA;NA;Gaël Pétremand;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7573;Lasi_nige;public;NA;oui;NA;NA;Forel (Lavaux);1;546552;152393;733;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7586;Lasi_nige;public;NA;oui;NA;NA;Forel (Lavaux);1;546552;152393;733;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7597;Lasi_nige;public;NA;non;NA;NA;Forel (Lavaux);1;546560;152426;734;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7601;Lasi_nige;public;NA;non;NA;NA;Valbroye;12;558519;174076;733;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7602;Lasi_nige;public;NA;oui;NA;NA;Chavornay;10;533763;172855;473;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7633;Lasi_nige;public;NA;oui;NA;NA;Lausanne;11;540148;153780;639;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7636;Lasi_nige;public;NA;non;NA;NA;Etoy;NA;521834;149158;465;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7673;Lasi_nige;public;NA;oui;NA;NA;Forel (Lavaux);1;546552;152393;733;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7698;Lasi_nige;public;NA;oui;NA;NA;Chavornay;8;533530;172525;450;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7703;Lasi_nige;public;NA;oui;NA;NA;Morges;6;527213;152253;423;ZoneConstruite;0;0;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7712;Lasi_nige;public;NA;oui;NA;NA;Orbe;6;530656;174561;487;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7714;Lasi_nige;public;NA;non;NA;NA;Saint-Prex;8;524257;148540;401;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7736;Lasi_nige;public;NA;oui;NA;NA;Oron;9;554085;154866;677;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7752;Lasi_nige;public;NA;oui;NA;NA;Chavornay;10;533147;172356;444;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7756;Lasi_nige;public;NA;non;NA;NA;Lausanne;4;540052;154832;709;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7761;Lasi_nige;public;NA;non;NA;NA;Saint-Prex;9;524193;148541;402;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7793;Lasi_nige;public;NA;non;NA;NA;Chavornay;11;533629;173016;464;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7796;Lasi_nige;public;NA;non;NA;NA;Grandson;12;539937;184803;437;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7799;Lasi_nige;public;NA;oui;NA;NA;Aigle;12;563501;129643;406;transport;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7800;Lasi_nige;public;NA;non;NA;NA;Chavornay;13;533623;173031;464;ZoneConstruite;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7815;Lasi_nige;public;NA;oui;NA;NA;Echichens;5;525998;155906;493;NA;0;0;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7821;Lasi_nige;public;NA;oui;NA;NA;Epalinges;10;541280;154939;760;transport;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7823;Lasi_nige;public;NA;oui;NA;NA;Bofflens;14;527531;174039;625;ForetMixe;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7838;Lasi_nige;public;NA;oui;NA;NA;Lausanne;10;540148;153780;639;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7850;Lasi_nige;public;NA;oui;NA;NA;Aigle;3;563664;129579;410;transport;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7875;Lasi_nige;public;NA;non;NA;NA;Epalinges;11;540361;154983;717;ZoneConstruite;NA;NA;NA;NA;Anne Freitag;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7876;Lasi_nige;public;NA;non;NA;NA;Echichens;2;526807;156902;486;transport;NA;NA;NA;NA;Tanja Schwander;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7883;Lasi_nige;public;NA;non;NA;NA;Grandson;5;538327;182874;432;Autre;NA;NA;NA;NA;AF & TS;Lasi;Lasi_nige;2019;oui;Lasi_nige;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
